Unique_Name,Unique_RA,Unique_DEC,Name_RK,RAJ2000_RK,DEJ2000_RK, Type1_RK, Type2_RK, mag1_RK, Orb_Per_RK, Distance_RK, 5%_RK, 95%_RK, Name_DS, RAJ2000_DS, DEJ2000_DS, PM-RA_DS, PM-RAerr_DS, PM-Dec_DS, PM-Decerr_DS, Epoch_DS, l_DS, b_DS, Type_DS, Period_DS, Outburst_DS, Cluster_DS, Mag. Range_DS, Coord-Ref_DS, PM-Ref_DS, Type-Ref_DS, Chart-Ref_DS, Spect-Ref_DS, Period-Ref_DS, Other-Name_DS, IUE_DS, HST_DS, ARIEL5_DS, HEAO1_DS, HEAO2_DS, EXOSAT_DS, ROSAT_DS, GINGA_DS, ASCA_DS, EUVE_DS, Same_Name, Link_Name_SIMBAD, Link_Coord_SIMBAD
CP Eri,03 10 32.76,-09 45 05.3,CP Eri,03 10 32.8,-09 45 05, AC, DN, 20.00, 0.019692, 3625.39, 2394.95, 4767.84, CP Eri, 03 10 32.75, -09 45 06.1,6,1,-6,7,2000,192,-52, ibwd, 0.01969, , , 16.5V-19.7V, 2003-115, 2003-115, 1995-41, 1959-02, 1992-17S, 1999-97, PHL 1475, , Y, , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CP Eri,
EF Eri,03 14 13.2527107604,-22 35 42.917018996,EF Eri,03 14 13.0,-22 35 41, NL, AM,  nan, 0.056266, nan, nan, nan, EF Eri, 03 14 13.26, -22 35 43.3,144,5, -0.0557,5,2000,213,-57, am, 0.056266, , , 13.7B-17.7B, 1987-28, 1987-28, 1984-15, 1983-12, 1983-12S, 1985-18, 2A 0311-227, Y, Y, Y, Y, Y, Y, Y, Y, Y, Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EF Eri,
QY Per,03 15 36.8424615163,+42 28 14.099194935,QY Per,03 15 36.8,+42 28 14, DN, SU, 20.50, 0.076100, 3639.13, 2379.46, 4895.11, QY Per, 03 15 36.8, +42 28 15., , , , , ,149,-13, ugsu, , , , 14.2p-<20p, ICRS, , 2000-19, 1994-36, , *, S 9178, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QY Per,
FT Cam,03 21 14.3230017125,+61 05 26.574473964,FT Cam,03 21 14.4,+61 05 27, DN, SU, 17.45, 0.074990, 249.51, 8.68, 8.93, FT Cam, 03 21 14.30, +61 05 26.7,-14,3,16,3,2000,140,3, ug, , , , 14.0B-<17.6B, 2003-115, 2003-115, 1999-20, 1999-20, 2003-05S, *, Antipin V64, , , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FT Cam,
SV Ari,03 25 03.57,+19 49 53.9,SV Ari,03 25 03.4,+19 49 53, N?, DN,  nan, 0.055000, nan, nan, nan, SV Ari, 03 25 03.34, +19 49 52.9, , , , , ,165,-30, n:, , 1905.85, , 12p-22.1B, 2000-28, , 1987-08, 2000-28:*, , , 116.1905, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SV Ari,
VX For,03 26 45.71,-34 26 25.2,VX For,03 26 45.7,-34 26 25, DN, SU, 20.53, 0.060200, 2750.37, 1983.71, 4644.52, VX For, 03 26 45.72, -34 26 24.6, , , , , ,235,-56, ug:, , , , 12.7V-<19B, ICRS*, , 1990-14, 1992-07*, 1990-14X:, , For3, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VX For,
GK Per,03 31 12.0096626899,+43 54 15.467450081,GK Per,03 31 12.0,+43 54 16, Na, DN, 12.59, 1.996803, 442.25, 13.25, 14.47, GK Per, 03 31 12.01, +43 54 15.4, -0.0086, 0.0028, -0.0172,3,2000,151,-10, na/dq, 1.9968, 1901., , 0.2v-13.9B, 2004-105, 2004-105, 1987-08/1995-41, 1987-08, 1983-12S, 1986-20, BD +43 740a, Y, Y, , , Y, Y, Y, , Y, ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GK Per,
VY For,03 32 04.6047173996,-25 56 55.056342110,VY For,03 32 04.6,-25 56 56, NL, AM, 18.74, 0.158600, 739.50, 163.16, 287.64, VY For, 03 32 04.61, -25 56 55.0, 0.01,1,-6,8,2000,220,-54, am, 0.1586, , , 17.5V-19.2V, 2003-115, 2003-115, 1995-41, 1989-08, 1989-08S, 1989-08, For1,  EXO 0329-2606, , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VY For,
AF Cam,03 32 15.4984110287,+58 47 22.147947191,AF Cam,03 32 15.6,+58 47 22, DN, UG, 16.57, 0.324078, 946.88, 75.31, 89.85, AF Cam, 03 32 15.48, +58 47 22.5,6,1,8,3,2000,142,2, ug,324, , , 13.4V-17.3V, 2003-115, 2003-115, 1987-04, 1987-04, 1985-07S, 2001-43, SVS 1153, Y, Y, , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AF Cam,
UZ For,03 35 28.6515678221,-25 44 21.765602833,UZ For,03 35 28.6,-25 44 23, NL, AM, 16.69, 0.087865, 239.69, 6.61, 7.49, UZ For, 03 35 28.62, -25 44 22.3, , , , , ,220,-53, am, 0.087865, , , 17.V-20.5V, ICRS, , 1995-41, 1988-16, 1989-02S, 2001-116, EXO 033319-2554.2, , Y, , , , Y, Y, , , Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UZ For,
V701 Tau,03 44 01.9,+21 57 08,V701 Tau,03 44 01.9,+21 57 08, DN, SU, 20.57, 0.067300, 3557.27, 2483.26, 4808.91, V701 Tau, 03 44 01.9, +21 57 08.4, , , , , ,168,-26, ugsu, , , , 14.1V-<21V, 1995-47, , 1995-47, 1995-47, , *, SVS 1972, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V701 Tau,
V1212 Tau,03 51 56.99,+25 25 27.6,V1212 Tau,03 51 57.0,+25 25 28, DN, SU,  nan, 0.068200, nan, nan, nan, V1212 Tau, 03 51 56.97, +25 25 27.8, , , , , ,167,-22, ugsu, , , , 15.3p-21.5p, ICRS, , 1999-43, 1999-43*, , , NSV 15820, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1212 Tau,
FO Per,04 08 34.9796294203,+51 14 48.144043712,FO Per,04 08 35.0,+51 14 48, DN, UG, 16.16, 0.171900, 586.60, 29.82, 30.33, FO Per, 04 08 34.99, +51 14 48.3,6,1,0,1,2000,151,0, ug, , , , 11.8v-16.2p, 2003-115, 2003-115, 1987-04, 1987-04, 1989-06S, *, 22.1939, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FO Per,
VW Hyi,04 09 11.3966476826,-71 17 41.555169342,VW Hyi,04 09 11.3,-71 17 41, DN, SU, 13.84, 0.074271, 53.96, 0.10, 0.10, VW Hyi, 04 09 11.40, -71 17 41.6, 0.0427,6, 0.0008,6,2000,285,-38, ugsu, 0.074271, , , 8.5V-13.8V, 2004-105, 2004-105, 1987-20, 1982-03, 1983-14S, 1987-26, RE J0409-7125, Y, Y, , , Y, Y, Y, Y, Y, Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VW Hyi,
XZ Eri,04 11 25.76,-15 23 24.3,XZ Eri,04 11 25.8,-15 23 24, DN, SU, 19.25, 0.061159, 348.00, 51.18, 73.93, XZ Eri, 04 11 25.78, -15 23 23.6, , , , , ,209,-42, ug/ugsu, 0.061159, , , 14.6p-18.7p, ICRS, , 1982-03/2001-79, 1982-03, 1992-01S, 2004-79, HV 6276, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=XZ Eri,
AH Eri,04 22 38.1233693310,-13 21 30.442167682,AH Eri,04 22 38.1,-13 21 30, DN, UG, 17.46, 0.239100, 1253.54, 194.09, 282.75, AH Eri, 04 22 38.05, -13 21 30.5, -0.0187,5, -0.0183,5,2000,208,-38, ug/dq::, 0.2391, , , 13.5V-18.5V, 1987-28, 1987-28, 1982-03/1994-46, 1982-03, 1987-05S, 1997-36, HV 6292, , , , , Y, , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AH Eri,
IM Eri,04 24 41.1074015967,-20 07 11.759672063,IM Eri,04 24 41.1,-20 07 12, NL, UX, 11.76, 0.145635, 191.28, 2.33, 2.45, IM Eri, 04 24 41.11, -20 07 11.8, 0.0521,3, -0.0286, 0.0031,2000,217,-41, nl, 0.14562, , , 11.6B-13.0B, 2000-110, 2000-110, 2001-56, A9999-99, 2001-56S, 2002-19, EC 04224-2014, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IM Eri,
BF Eri,04 39 29.9447987640,-04 35 58.869484952,BF Eri,04 39 29.9,-04 35 59, DN, UG, 14.50, 0.270880, 560.30, 15.25, 17.00, BF Eri, 04 39 29.94, -04 35 58.6, 0.0339,5,-97,5,2000,201,-31, ug, , , , 13.5p-15.5p, 1987-28, 1987-28, 1999-28, 1971-05, 1996-20S, , WGA J0439.4-0433, , , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BF Eri,
TU Men,04 41 40.7062108407,-76 36 45.940466299,TU Men,04 41 40.7,-76 36 46, DN, SU, 17.08, 0.117200, 278.65, 8.20, 8.74, TU Men, 04 41 40.52, -76 36 46.3, , , , , ,289,-33, ugsu, 0.1172, , , 11.6V-18.5V, ICRS, , 1987-20, 1982-03, 1995-05S, 1995-05, S 6732, Y, Y, , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TU Men,
FY Per,04 41 56.6368873281,+50 42 36.032055618,FY Per,04 41 56.6,+50 42 36, NL, VY, 12.39, 0.258500, 344.48, 9.32, 9.73, FY Per, 04 41 56.63, +50 42 36.0, 0.0173, 0.0036, -0.0129, 0.0033,2000,155,3, ux/ugz, 0.2585, , , 12.3B-14.5B, 2004-105, 2004-105, 1989-16, 1964-02, 1994-07S, 2002-19, 640.1936, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FY Per,
HV Aur,04 53 16.8649892043,+38 16 28.616887807,HV Aur,04 53 16.8,+38 16 29, DN, SU, 19.47, 0.082400, 715.52, 218.37, 607.86, HV Aur, 04 53 16.82, +38 16 28.7, , , , , ,166,-3, ugsu, , , , 15p-<19p, ICRS, , 1995-38, 1987-04, , *, S 8480, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HV Aur,
RS Cae,04 53 25.46,-42 13 39.6,RS Cae,04 53 25.5,-42 13 40, NL, AM, 20.23, 0.070900, 3451.96, 2101.00, 4569.38, RS Cae, 04 53 25.46, -42 13 39.2, , , , , ,247,-39, am, , , , 18.4V-19.6V, ICRS, , 1996-06, 1996-06, 1996-06S, *, Cae1,  RX J0453-4213, , , , , , , Y, , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=RS Cae,
V1208 Tau,04 59 44.0381486341,+19 26 22.808295939,V1208 Tau,04 59 44.0,+19 26 23, DN, SU, 18.62, 0.068700, 664.56, 196.50, 529.14, V1208 Tau, 04 59 44.03, +19 26 23.2, , , , , ,182,-14, ugsu, , , , 18V- , ICRS, , 2000-24, 1996-09, 1996-09S, *, Tau3/RX J0459+1926, , , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1208 Tau,
HY Eri,05 01 46.4090493582,-03 59 20.568882497,HY Eri,05 01 46.3,-03 59 21, NL, AM, 20.30, 0.118969, -7.33, 0.02, 0.01, HY Eri, 05 01 46.39, -03 59 20.7, , , , , ,203,-26, am, 0.118969, , , 17.5V-22.7V, ICRS, , 1999-04, A9999-99*, 1999-04S, 1999-04, RX J0501-0359, , , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HY Eri,
V1062 Tau,05 02 27.4781389386,+24 45 23.157011296,V1062 Tau,05 02 27.5,+24 45 23, NL, IP, 16.11, 0.415926, 1662.19, 279.55, 449.22, V1062 Tau, 05 02 27.47, +24 45 23.4, -0.0055,5, 0.0023,5,2000,178,-10, dq, 0.41284, , , 15.1B-16.1B, 2004-106, 2004-106, 1994-46, 1994-10, 1994-10S, 2004-33, Tau1,  1H 0459+246, Y, , , Y, Y, Y, Y, , Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1062 Tau,
AQ Eri,05 06 13.1059762610,-04 08 07.248206468,AQ Eri,05 06 13.0,-04 08 07, DN, SU, 17.21, 0.060940, 379.58, 25.96, 29.57, AQ Eri, 05 06 13.08, -04 08 07.9, -0.0004,5,-37,5,2000,204,-25, ugsu, 0.06094, , , 12.5v-17.5V, 1987-28, 1987-28, 1995-41, 1982-03, 1987-05S, 1996-73, 431.1934, Y, Y, , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AQ Eri,
AQ Men,05 07 53.7702497214,-79 51 23.049476569,AQ Men,05 07 53.6,-79 51 24, NL, NS, 14.66, 0.141471, 561.73, 12.68, 12.81, AQ Men, 05 07 53.76, -79 51 23.2, 0.0188, 0.0126, 0.0348, 0.0126,1998751,292,-31, ug:, 0.141466, , , 15.1B- , 2000-108, 2000-108, 2001-56, A9999-99, 1995-19S, 2002-48, EC 05114-7955, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AQ Men,
UU Col,05 12 13.2336376173,-32 41 39.746182397,UU Col,05 12 13.1,-32 41 39, NL, IP, 17.64, 0.144000, 3793.54, 1419.68, 2941.20, UU Col, 05 12 13.22, -32 41 39.8, -0.0077, 0.0038, 0.0104, 0.0016, 1991.25,236,-34, dq,144, , , 17.3B-18.2B, 2004-109, 2004-109, 1996-11, 1996-11, 1996-11S, 1996-11, Col1,  RX J0512-3241, , , , , , , Y, , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UU Col,
V1309 Ori,05 15 41.4123841919,+01 04 40.479107028,V1309 Ori,05 15 41.4,+01 04 40, NL, AM, 15.63, 0.332612, 647.92, 27.41, 30.62, V1309 Ori, 05 15 41.41, +01 04 40.4, -0.0029, 0.0058, -0.0161, 0.0058,2000,200,-21, am, 0.332612, , , 15.2V-17.3V, 2004-105, 2004-105, 1995-03, 1995-03, 1995-03S, 2001-42, Ori1,  RX J0515+0104, , Y, , , , , Y, , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1309 Ori,
V1193 Ori,05 16 26.6715179335,-00 12 14.309520962,V1193 Ori,05 16 26.7,-00 12 14, NL, UX, 14.01, 0.165001, 818.69, 41.44, 47.11, V1193 Ori, 05 16 26.67, -00 12 14.3, 0.0038, 0.0057,-11, 0.0057,2000,202,-21, ux,143, , , 14.0v-14.3v, 2004-105, 2004-105, 1995-41, 1986-09, 1987-12S, 2005-105, Hamuy's star, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1193 Ori,
XX Tau,05 19 24.467,+16 43 01.02,XX Tau,05 19 24.5,+16 43 00, Na,   , 19.05, 0.136000, 3614.44, 2032.29, 4166.60, XX Tau, 05 19 24.46, +16 43 00.7,6,3,2,4,2000,187,-12, na, , 1927.75, , 5.9p-18.5p, 2003-115, 2003-115, 1987-08, 1987-08, 2005-01S, *, 100.1927, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=XX Tau,
GR Ori,05 21 35.20,+01 10 08.6,GR Ori,05 21 35.0,+01 10 10, DN, SU,  nan, 0.056700, nan, nan, nan, GR Ori, 05 21 35.32, +01 10 12.2, , , , , ,201,-19, n:, , 1916.08, , 11.5p-22.8V, 2000-28, , 1987-08, 2000-28*, , , 2.1916, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GR Ori,
BI Ori,05 23 51.7715783164,+01 00 30.625511962,BI Ori,05 23 51.8,+01 00 30, DN, UG, 15.92, 0.191500, 716.73, 61.55, 70.75, BI Ori, 05 23 51.77, +01 00 30.8,0,1, 0.01,2,2000,202,-18, ug, , , , 13.2p-16.7p, 2003-115, 2003-115, 1982-03, 1982-03, 1987-05S, , 1.1916, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI Ori,
QZ Aur,05 28 34.0777158013,+33 18 21.777186372,QZ Aur,05 28 34.0,+33 18 23, Na,   , 16.89, 0.357496, 3257.85, 1182.36, 2702.80, QZ Aur, 05 28 34.06, +33 18 20.9, 0.0019,5, -0.0242,5,2000,174,-1, na, 0.357496, 1964.1, , 6.0p-17.5B, 2004-106, 2004-106, 1987-08, 1987-08, 1994-02S, 1995-54, , , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QZ Aur,
V1159 Ori,05 28 59.5675682576,-03 33 52.283089971,V1159 Ori,05 28 59.5,-03 33 53, DN, SU, 13.99, 0.062178, 351.26, 8.09, 9.05, V1159 Ori, 05 28 59.55, -03 33 52.8, , , , , ,207,-20, ugsu, 0.062178, , , 11.2V-15.1V, ICRS, , 1995-37, 1992-05, 1992-05S, 1997-54, NSV 2011, , , , , , , Y, , , Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1159 Ori,
TV Col,05 29 25.5292527066,-32 49 03.900974253,TV Col,05 29 25.4,-32 49 05, NL, IP, 13.93, 0.228600, 512.51, 7.46, 8.02, TV Col, 05 29 25.52, -32 49 04.0, 0.0138, 0.0017, 0.0248, 0.0018, 1991.25,237,-30, dq, 0.228599, , , 13.6V-14.1V, 2004-109, 2004-109, 1992-32, 1979-01*, 1979-01S, 1994-57, 2A 0526-328, Y, Y, Y, Y, Y, Y, Y, Y, Y, ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TV Col,
BB Dor,05 29 28.5850788827,-58 54 46.184997516,BB Dor,05 29 28.7,-58 54 46, NL, SW, 14.10, 0.154095, 922.97, 35.57, 37.37, BB Dor, 05 29 28.59, -58 54 46.3, 0.0026, 0.0058, 0.0033,6,2000,268,-33, nl, 0.14923, , , 14.3B-<18.B, 2004-105, 2004-105, 2001-56, A9999-99, 2001-56S, 2002-103, EC 05287-5857, , , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BB Dor,
UW Pic,05 31 35.6477522850,-46 24 04.963331426,UW Pic,05 31 35.6,-46 24 06, NL, AM, 16.07, 0.092640, 291.22, 6.05, 6.01, UW Pic, 05 31 35.59, -46 24 05.9,26,16,86,15,2000,253,-33, am, 0.09264, , , 16.4V-17.2V, 2003-115, 2003-115, 1994-21, 1994-21*, 1994-21S, 2003-40, Pic1,  RX J0531-4624, , Y, , , , , Y, , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UW Pic,
T  Aur,05 31 59.1179548200,+30 26 45.033734428,T  Aur,05 31 59.1,+30 26 45, Nb,   , 15.15, 0.204378, 883.84, 61.11, 70.46, T Aur, 05 31 59.12, +30 26 45.1, 0.0022, 0.0065, -0.0117, 0.0063,2000,177,-2, nb, 0.204378, 1891., , 4.2p-15.2p, 2004-105, 2004-105, 1987-08, 1987-08, 1983-12S, 1984-20, BD +30 923a, Y, Y, , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=T  Aur,
V363 Aur,05 33 33.4591303805,+36 59 32.474128763,V363 Aur,05 33 33.5,+36 59 32, NL, UX, 14.13, 0.321242, 880.79, 37.13, 39.59, V363 Aur, 05 33 33.46, +36 59 32.5, -0.0072, 0.0072, 0.0004, 0.0072,2000,172,2, nl/ux, 0.321242, , , 14.2V-15.0V, 2004-105, 2004-105, 1984-15/1995-41, 1973-02, 1981-01S, 2004-97, Lanning 10, Y, , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V363 Aur,
TW Pic,05 34 50.5864710889,-58 01 40.767221479,TW Pic,05 34 50.7,-58 01 41, NL, VY, 14.23, 0.265000, 438.23, 6.93, 7.40, TW Pic, 05 34 50.60, -58 01 40.7, -0.0026, 0.0068, 0.0033, 0.0069,2000,266,-33, vy:, , , , 14.1V-18.V, 2004-105, 2004-105, 2000-97, 1986-04, 1986-04S, *, H 0534-581, Y, , , Y, Y, Y, Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TW Pic,
BY Cam,05 42 48.8013255299,+60 51 31.375887904,BY Cam,05 42 48.9,+60 51 32, NL, AM, 14.99, 0.139753, 272.39, 3.69, 3.90, BY Cam, 05 42 48.77, +60 51 31.5,-44,2,2,2,2000,152,16, am, 0.139753, , , 14.6V-17.5V, 2003-115, 2003-115, 1995-41, 1986-02, 1986-02S, 2005-120, H 0538+608, Y, , , Y, , Y, Y, , Y, Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BY Cam,
TX Col,05 43 20.17,-41 01 54.3,TX Col,05 43 20.2,-41 01 55, NL, IP, 15.62, 0.238300, 924.89, 43.17, 47.45, TX Col, 05 43 20.23, -41 01 54.6, -0.0033, 0.0066, 0.0086,6,2000,247,-30, dq, 0.2383, , , 14.5B-15.8B, 2004-105, 2004-105, 1986-04, 1986-04, 1986-04S, 1989-20, H 0542-407, Y, , , Y, , Y, Y, Y, Y, ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TX Col,
FS Aur,05 47 48.3599787736,+28 35 11.208489049,FS Aur,05 47 48.3,+28 35 11, DN, SU, 15.70, 0.059581, 550.19, 32.89, 36.75, FS Aur, 05 47 48.36, +28 35 11.2, 0.0132, 0.0058, -0.0092, 0.0058,2000,181,0, ug, 0.0595, , , 14.4v-16.2v, 2004-105, 2004-105, 1992-32, 1982-03, 1983-12S, 1996-73, S 3946, Y, Y, , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FS Aur,
CN Ori,05 52 07.7840511235,-05 25 00.542923401,CN Ori,05 52 07.8,-05 25 01, DN, UG, 13.71, 0.163199, 352.10, 8.64, 9.12, CN Ori, 05 52 07.79, -05 25 00.5, -0.0014,3, -0.0096, 0.0031,2000,211,-15, ugz, 0.163199, , , 11.9v-16.3v, 2004-105, 2004-105, 1987-20, 1982-03, 1983-12S, 1989-19, 39.1906, Y, , , , , Y, Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CN Ori,
AH Pic,05 57 12.5506063614,-59 35 25.935039541,AH Pic,05 57 12.7,-59 35 26, NL, UX, 14.20, 0.140950, 576.50, 12.82, 13.38, AH Pic, 05 57 12.55, -59 35 26.0, -0.0132, 0.0059,11, 0.0058,2000,268,-30, nl,142, , , 14.2B-, 2004-105, 2004-105, 2001-56, A9999-99, 2001-56S, 2001-56, EC 05565-5935, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AH Pic,
LS Cam,05 57 23.9921745249,+72 41 52.428040517,LS Cam,05 57 24.0,+72 41 52, NL, IP, 16.10, 0.142500, 1758.22, 214.65, 287.97, LS Cam, 05 57 23.93, +72 41 52.6,-8,1,6,7,2000,141,22, dq,143, , , 16.7v-19.5v, 2003-115, 2003-115, 1998-05, 2005-42*, 1998-05S, 2002-19, HS 0551+7241, , Y, , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LS Cam,
V405 Aur,05 57 59.2933859041,+53 53 44.925664551,V405 Aur,05 57 59.3,+53 53 45, NL, IP, 13.95, 0.172620, 675.87, 22.06, 22.67, V405 Aur, 05 57 59.27, +53 53 45.1,-8,6,-8,1,2000,159,14, dq, 0.17262, , , 14.6V- , 2003-115, 2003-115, 1994-20, 1994-20, 1994-20S, 1999-99, Aur1,  RX J0558+5353, , Y, , , , , Y, , Y,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V405 Aur,
LU Cam,05 58 17.8723907014,+67 53 46.054564955,LU Cam,05 58 18.0,+67 53 46, NL, SH, 16.45, 0.149969, 669.89, 38.40, 43.50, LU Cam, 05 58 17.88, +67 53 46.4,-8,1,-6,2,2000,146,20, ug, 0.15, , , 14.0p-17.0B, 2003-115, 2003-115, 2000-80, 2002-124, 2000-80S, 2004-86, RX J0558+6753, , , , , , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LU Cam,
AD Men,06 04 30.8368654322,-71 25 22.016320218,AD Men,06 04 30.9,-71 25 23, DN, SU, 18.55, 0.092200, 575.81, 95.02, 138.72, AD Men, 06 04 30.78, -71 25 22.4, , , , , ,282,-29, ugSS, , , , 15.0p-16.6p, ICRS, , 1995-07/T00000, 2003-19*, 2005-12S, , HV 12703, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AD Men,
V347 Pup,06 10 33.6585438847,-48 44 25.363237509,V347 Pup,06 10 33.6,-48 44 26, NL, SW, 13.42, 0.231936, 295.69, 2.27, 2.34, V347 Pup, 06 10 33.66, -48 44 25.4,15, 0.0058, -0.0052, 0.0058,2000,256,-27, nl/dq:, 0.231936, , , 13.4V-15.8V, 2004-105, 2004-105, 1995-41, 1990-03, 1990-03S, 1991-30, Pup2,  LB 1800, Y, Y, , Y, , , Y, , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V347 Pup,
AH Men,06 11 43.95,-81 49 22.7,AH Men,06 11 44.1,-81 49 24, NL, SW, 13.79, 0.127210, 500.13, 6.43, 6.67, AH Men, 06 11 44.46, -81 49 23.1,0, 0.0045, 0.0201, 0.0042,2000,294,-28, nl/dq:, 0.12721, , , 13.2V-14.0V, 2004-105, 2004-105, 1993-04/1994-46, 1993-04, 1993-04S, 1999-97, Men1,  1H 0551-819, Y, , , Y, , , Y, , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AH Men,
SS Aur,06 13 22.4341940496,+47 44 25.346818461,SS Aur,06 13 22.4,+47 44 26, DN, UG, 14.46, 0.182800, 259.86, 4.48, 4.65, SS Aur, 06 13 22.43, +47 44 25.3, -0.0032, 0.0026, -0.0232, 0.0024,2000,166,13, ug, 0.1828, , , 10.5v-14.5v, 2004-105, 2004-105, 1987-20, 1983-12, 1983-12S, 1986-24, 31.1907, Y, Y, , Y, , , Y, , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SS Aur,
V344 Ori,06 15 18.9472237531,+15 30 59.371221828,V344 Ori,06 15 19.0,+15 31 00, DN, UG, 17.96, 0.234000, 835.56, 171.22, 255.22, V344 Ori, 06 15 18.95, +15 30 59.6,-4,6,-8,1,2000,195,0, ug:, , , , 14.2p-17.5p, 2003-115, 2003-115, 1982-03, 1982-03, 1997-07S, , S 3966, , , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V344 Ori,
KR Aur,06 15 43.9180386147,+28 35 08.574183087,KR Aur,06 15 43.9,+28 35 09, NL, VY, 18.64, 0.162800, 498.32, 127.69, 261.57, KR Aur, 06 15 43.94, +28 35 08.4, 0.0103,3, -0.0077,3, 1990.14,184,6, vy, 0.1628, , , 11.3v-16.9v, 1999-103, 1999-103, 1995-41, 1987-08, 1983-12S, 1983-23, KUV 06126+2836, Y, , , , Y, Y, Y, , Y, ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=KR Aur,
CZ Ori,06 16 43.2247028462,+15 24 11.297178349,CZ Ori,06 16 43.2,+15 24 12, DN, UG, 15.75, 0.218900, 498.45, 40.10, 50.24, CZ Ori, 06 16 43.21, +15 24 11.4, -0.0114,5, -0.0025,5,2000,195,0, ug, 0.2189, , , 11.2V-17.0V, 2004-106, 2004-106, 1987-20, 1982-03, 1983-12S, 1994-65, 144.1928, Y, , , , , , , , , ,1, http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CZ Ori,
